Application_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Type,Channel,Status,Decision_Time_Hours
28154,1020,2025-07-07,1339202,SME,Online,Rejected,47
28155,1218,2023-12-24,3047567,SME,Online,Rejected,55
28156,2922,2021-04-05,3450178,Personal,Branch,Approved,57
28157,561,2021-09-29,659212,Personal,Online,Approved,70
28158,558,2023-04-01,3665622,Mortgage,Online,Approved,39
28159,1978,2023-08-20,3006181,Mortgage,Online,Approved,56
28160,875,2025-11-23,185032,Mortgage,Online,Pending,52
28161,2667,2024-06-28,423203,Personal,Online,Approved,23
28162,2161,2022-06-12,2254985,Personal,Branch,Rejected,63
28163,1331,2024-03-29,2317277,Mortgage,Online,Approved,40
28164,1889,2023-01-15,3973622,Mortgage,Online,Approved,37
28165,602,2023-12-01,4144961,Personal,Branch,Approved,62
28166,2875,2025-03-12,1277912,SME,Branch,Approved,47
28167,824,2023-09-19,4075493,Mortgage,Online,Rejected,47
28168,1549,2025-06-24,143702,SME,Online,Approved,58
28169,2588,2024-06-04,558866,Mortgage,Branch,Approved,46
28170,1660,2024-11-09,3369266,SME,Online,Pending,58
28171,586,2023-09-18,1985356,Personal,Branch,Rejected,53
28172,879,2025-02-23,4934740,Mortgage,Online,Rejected,44
28173,2505,2021-10-13,1119748,Personal,Online,Rejected,40
28174,378,2022-06-06,1713588,SME,Online,Approved,37
28175,2749,2023-07-02,3153641,Mortgage,Online,Rejected,51
28176,339,2022-07-05,2209453,SME,Online,Pending,59
28177,1382,2021-05-07,489213,SME,Branch,Rejected,51
28178,358,2024-03-22,209065,Personal,Branch,Approved,52
28179,1942,2021-11-08,2938652,SME,Online,Approved,41
28180,2264,2022-07-16,1909557,Personal,Online,Approved,32
28181,419,2022-06-03,1408251,Personal,Branch,Rejected,49
28182,105,2025-07-06,4738521,SME,Branch,Approved,62
28183,863,2024-02-26,3186982,Personal,Online,Approved,52
28184,1543,2022-09-03,336795,Mortgage,Online,Approved,68
28185,1983,2021-05-01,2989906,SME,Online,Rejected,39
28186,2054,2023-12-29,3864433,SME,Branch,Approved,32
28187,1169,2023-11-27,1272266,Mortgage,Online,Approved,33
28188,988,2021-04-21,4431017,Mortgage,Online,Approved,65
28189,2991,2021-01-28,2399808,Personal,Branch,Rejected,57
28190,198,2021-10-17,202597,Personal,Online,Rejected,41
28191,1401,2021-12-29,4043484,Mortgage,Online,Rejected,32
28192,858,2025-03-12,3487821,SME,Online,Approved,55
28193,68,2022-08-18,3931162,Mortgage,Online,Rejected,62
28194,2405,2023-12-26,1082796,Mortgage,Online,Approved,38
28195,2190,2025-02-17,4641780,Mortgage,Branch,Rejected,39
28196,2212,2022-09-17,3587656,Mortgage,Branch,Approved,47
28197,57,2022-11-14,4474037,SME,Online,Rejected,48
28198,2514,2024-01-09,2888755,Personal,Online,Approved,59
28199,926,2023-09-23,915828,SME,Branch,Approved,43
28200,2013,2021-06-05,2060509,Personal,Branch,Approved,52
28201,2692,2025-08-26,2254831,Personal,Online,Approved,35
28202,130,2025-07-18,4104623,Personal,Branch,Approved,38
28203,1842,2022-05-26,246777,SME,Branch,Pending,55
28204,2327,2023-12-26,1457866,SME,Branch,Approved,44
28205,286,2024-09-26,4622624,Mortgage,Branch,Rejected,49
28206,461,2024-04-03,3683749,Personal,Branch,Approved,60
28207,861,2022-09-11,1685803,SME,Branch,Approved,36
28208,833,2021-07-04,2588322,Mortgage,Branch,Rejected,53
28209,539,2024-01-25,792441,SME,Online,Rejected,40
28210,297,2022-07-15,4790574,Personal,Branch,Pending,45
28211,2826,2022-09-12,3843795,SME,Branch,Approved,37
28212,485,2023-12-29,1062332,Mortgage,Branch,Approved,68
28213,2461,2023-04-30,2303978,SME,Branch,Approved,67
28214,2086,2025-08-27,2707169,SME,Branch,Approved,47
28215,2197,2022-12-08,2425116,Personal,Branch,Approved,71
28216,2044,2024-07-17,3568181,SME,Online,Rejected,44
28217,1916,2024-01-25,1835758,SME,Branch,Approved,43
28218,1450,2023-06-21,2661483,Mortgage,Branch,Pending,58
28219,1392,2025-01-02,2097160,Mortgage,Branch,Approved,57
28220,1700,2024-08-03,4208584,Personal,Online,Approved,56
28221,2394,2021-07-09,3347455,SME,Branch,Pending,59
28222,1373,2023-05-10,3386838,Personal,Branch,Pending,46
28223,648,2023-02-19,1798507,Personal,Branch,Approved,26
28224,2550,2021-09-04,821990,Mortgage,Branch,Rejected,55
28225,2504,2021-06-24,2227436,Personal,Branch,Rejected,54
28226,882,2022-10-05,4345969,Mortgage,Online,Approved,33
28227,2475,2025-12-14,818597,Mortgage,Branch,Rejected,43
28228,2308,2024-02-08,4748784,Personal,Branch,Rejected,48
28229,2546,2023-05-14,2781520,Personal,Branch,Pending,38
28230,22,2021-02-22,118436,Personal,Online,Rejected,61
28231,596,2025-04-01,629732,Mortgage,Online,Approved,44
28232,878,2021-05-12,1003481,SME,Online,Approved,52
28233,1388,2021-01-22,1425548,SME,Branch,Approved,47
28234,1598,2022-09-28,876693,Personal,Online,Approved,63
28235,203,2024-05-17,198124,SME,Branch,Rejected,36
28236,696,2021-10-24,1277309,SME,Branch,Approved,38
28237,1341,2024-10-25,992774,Personal,Online,Approved,42
28238,891,2025-01-10,976220,Personal,Branch,Approved,88
28239,143,2021-02-19,1245538,SME,Online,Pending,36
28240,1006,2025-08-20,4797690,SME,Branch,Approved,49
28241,1004,2021-01-26,3956531,Personal,Branch,Pending,35
28242,1484,2023-02-22,1538979,Personal,Branch,Approved,56
28243,257,2022-08-27,2817307,SME,Branch,Rejected,37
28244,48,2023-03-01,1968440,Mortgage,Branch,Rejected,65
28245,2936,2021-12-16,3425055,SME,Branch,Approved,53
28246,2380,2022-05-06,2488222,Personal,Online,Pending,48
28247,1950,2025-10-09,976294,Personal,Online,Rejected,51
28248,283,2024-05-21,645088,Personal,Online,Rejected,44
28249,595,2024-09-27,2865834,Personal,Online,Approved,48
28250,2291,2022-11-27,3861905,SME,Online,Rejected,52
28251,1954,2025-03-11,786092,Personal,Online,Approved,35
28252,2074,2021-06-04,3063656,SME,Branch,Pending,43
28253,640,2024-05-30,4360992,SME,Branch,Approved,50
28254,2450,2024-12-14,2839163,Mortgage,Online,Approved,38
28255,511,2022-06-11,1474422,Personal,Online,Approved,40
28256,2381,2023-07-11,3227253,SME,Branch,Approved,60
28257,51,2022-01-06,4648930,Mortgage,Online,Rejected,22
28258,1168,2025-11-17,2678861,Mortgage,Online,Rejected,26
28259,2467,2024-03-08,4521970,SME,Branch,Rejected,64
28260,2424,2022-04-11,201556,SME,Branch,Pending,62
28261,362,2023-05-30,4494541,Personal,Branch,Rejected,24
28262,2450,2023-10-14,4062262,Personal,Branch,Approved,54
28263,858,2022-10-27,2783082,Personal,Branch,Approved,46
28264,67,2025-12-06,2926052,SME,Branch,Approved,49
28265,295,2024-05-31,1786602,Personal,Online,Approved,38
28266,106,2021-02-10,4624867,Mortgage,Online,Pending,46
28267,2318,2024-05-31,853108,Personal,Online,Approved,47
28268,11,2025-06-09,4688438,SME,Online,Approved,60
28269,1307,2025-09-20,1538238,Mortgage,Online,Rejected,14
28270,2698,2025-02-22,4146723,Personal,Branch,Rejected,50
28271,2316,2021-12-26,4765190,SME,Online,Approved,69
28272,1907,2021-09-10,1964416,Mortgage,Branch,Rejected,56
28273,2761,2024-09-03,3956903,Mortgage,Branch,Approved,39
28274,162,2021-03-23,3398406,SME,Branch,Rejected,45
28275,1808,2022-05-27,4214347,Personal,Online,Approved,37
28276,1008,2024-02-24,220081,Personal,Online,Pending,41
28277,2977,2023-03-12,3307077,Mortgage,Branch,Approved,50
28278,1685,2024-06-15,3627419,Mortgage,Branch,Rejected,31
28279,944,2025-03-12,188138,SME,Online,Approved,53
28280,2671,2021-09-04,3511028,Mortgage,Online,Pending,33
28281,1827,2022-06-29,295574,Personal,Branch,Approved,48
28282,2063,2025-04-15,2498226,SME,Online,Rejected,29
28283,2295,2021-06-29,2619018,Personal,Online,Approved,49
28284,3000,2023-06-08,2738408,SME,Branch,Rejected,66
28285,313,2025-05-16,544953,SME,Branch,Approved,59
28286,132,2021-09-16,3810699,Personal,Online,Approved,35
28287,645,2024-06-20,3623523,SME,Branch,Approved,48
28288,465,2025-06-25,3276943,SME,Online,Pending,54
28289,825,2024-04-18,3929797,Personal,Online,Rejected,71
28290,2109,2021-12-02,4224273,SME,Branch,Approved,62
28291,2131,2025-12-28,4827379,SME,Online,Approved,54
28292,2678,2025-11-06,1886342,SME,Online,Approved,35
28293,1975,2022-10-19,1732151,Mortgage,Online,Approved,61
28294,1214,2021-10-21,1275671,SME,Branch,Approved,58
28295,2619,2025-11-04,1303808,Personal,Branch,Approved,47
28296,926,2022-05-14,3041329,Personal,Online,Approved,40
28297,641,2025-12-15,4768304,SME,Online,Approved,47
28298,1659,2024-02-25,4900576,Mortgage,Branch,Approved,40
28299,2234,2021-07-27,1255677,Mortgage,Branch,Approved,49
28300,2896,2024-07-19,2297976,Personal,Branch,Approved,51
28301,1459,2021-07-30,4849007,SME,Online,Approved,70
28302,2450,2022-02-18,4045393,SME,Branch,Approved,54
28303,2519,2024-01-20,3849500,SME,Branch,Approved,54
28304,99,2023-09-23,4138296,SME,Online,Rejected,68
28305,2076,2024-09-10,1747028,Mortgage,Online,Approved,60
28306,2891,2024-09-13,1574353,SME,Online,Approved,45
28307,721,2021-02-20,561139,SME,Branch,Approved,36
28308,778,2023-02-21,4688492,SME,Branch,Pending,43
28309,2914,2023-08-17,2316664,SME,Online,Approved,38
28310,1393,2024-04-09,779093,Personal,Branch,Approved,30
28311,2711,2022-08-10,4137929,Mortgage,Branch,Rejected,53
28312,2952,2021-06-28,3786796,Mortgage,Online,Rejected,48
28313,44,2023-05-18,1741063,SME,Online,Approved,50
28314,2248,2025-12-03,3985050,SME,Online,Rejected,47
28315,2124,2021-08-05,2934891,SME,Online,Approved,38
28316,1180,2021-09-03,4387980,Mortgage,Branch,Rejected,54
28317,360,2024-06-28,4905429,SME,Online,Approved,73
28318,1945,2021-11-09,644309,Personal,Online,Approved,75
28319,854,2025-08-17,4956206,Personal,Branch,Rejected,48
28320,1968,2021-12-30,1464733,Personal,Online,Approved,37
28321,598,2024-04-27,3524151,SME,Branch,Pending,52
28322,2484,2021-01-09,3334871,Mortgage,Branch,Rejected,47
28323,1276,2025-12-16,1141577,Personal,Online,Rejected,37
28324,2562,2021-05-26,2549352,Personal,Online,Approved,49
28325,1609,2023-05-02,4839509,Mortgage,Online,Rejected,59
28326,2057,2024-03-05,4289305,Mortgage,Branch,Approved,25
28327,1500,2021-03-14,2637610,SME,Branch,Approved,52
28328,2408,2021-12-25,4746948,SME,Online,Approved,35
28329,1681,2024-12-02,675615,Mortgage,Online,Rejected,56
28330,1806,2025-04-15,4137390,Personal,Branch,Approved,64
28331,1669,2021-11-13,4830400,Mortgage,Branch,Approved,74
28332,1327,2025-08-17,1802290,Mortgage,Branch,Approved,28
28333,452,2025-08-16,3388387,Mortgage,Online,Approved,55
28334,1877,2021-07-15,4629487,SME,Online,Approved,55
28335,126,2024-08-31,3124973,SME,Online,Rejected,59
28336,1792,2023-02-26,1736721,SME,Branch,Pending,62
28337,2539,2023-02-23,812319,Personal,Online,Approved,59
28338,472,2023-03-16,3880233,Mortgage,Online,Rejected,62
28339,987,2024-06-17,2000924,Mortgage,Online,Approved,41
28340,2220,2022-06-27,3417627,Mortgage,Online,Rejected,50
28341,138,2021-07-08,4700075,Personal,Online,Approved,44
28342,760,2022-05-29,3229122,SME,Online,Approved,42
28343,2295,2022-04-06,3535203,Personal,Branch,Rejected,26
28344,506,2021-02-28,875548,SME,Online,Rejected,56
28345,2915,2023-06-23,403156,Personal,Branch,Approved,55
28346,658,2022-01-11,4386025,SME,Branch,Pending,45
28347,1800,2024-08-18,4793130,Personal,Online,Approved,34
28348,2099,2022-07-05,4496262,SME,Branch,Approved,58
28349,2572,2021-09-20,239230,Personal,Online,Approved,38
28350,1480,2025-09-13,1919290,Mortgage,Branch,Rejected,50
28351,2648,2023-08-05,2976315,Personal,Online,Approved,35
28352,1293,2022-09-10,2599811,SME,Online,Approved,73
28353,1437,2025-06-05,1866064,SME,Branch,Approved,49
28354,2691,2024-03-08,3435315,SME,Online,Rejected,47
28355,264,2021-08-15,2816868,Mortgage,Online,Rejected,47
28356,1242,2023-04-15,4202307,Mortgage,Online,Approved,36
28357,198,2022-03-20,3481145,Personal,Branch,Approved,69
28358,645,2025-12-25,2331227,Personal,Branch,Approved,52
28359,2257,2025-09-18,1421313,SME,Branch,Approved,35
28360,2902,2025-10-29,1503913,Personal,Branch,Approved,42
28361,111,2024-07-02,3327371,Personal,Branch,Approved,52
28362,729,2023-04-09,1368498,SME,Online,Rejected,34
28363,494,2022-12-14,328444,SME,Online,Rejected,44
28364,51,2023-10-01,4101131,Personal,Online,Approved,26
28365,1042,2023-12-29,605716,Personal,Online,Approved,29
28366,1483,2021-04-20,1165047,Personal,Branch,Approved,41
28367,7,2021-01-22,4867976,Mortgage,Online,Rejected,33
28368,757,2025-06-15,108316,Mortgage,Branch,Rejected,47
28369,558,2021-01-13,4690034,Personal,Branch,Approved,33
28370,1248,2025-05-04,3668318,Personal,Online,Rejected,77
28371,2152,2023-09-13,3871426,Personal,Branch,Rejected,48
28372,932,2024-03-02,2145759,Personal,Online,Rejected,58
28373,44,2021-06-25,2528519,SME,Branch,Approved,37
28374,298,2022-01-24,4378479,Mortgage,Online,Approved,44
28375,1594,2023-09-30,1227825,SME,Online,Approved,51
28376,1865,2022-05-27,2639812,Personal,Branch,Rejected,46
28377,6,2024-06-03,3254673,Personal,Branch,Approved,56
28378,2366,2024-10-20,769133,SME,Branch,Approved,50
28379,2241,2025-01-01,3350190,Mortgage,Online,Approved,65
28380,1423,2023-07-23,2755570,Mortgage,Online,Approved,50
28381,632,2022-06-29,1485057,Personal,Online,Rejected,44
28382,2173,2023-11-04,1794850,Mortgage,Online,Pending,62
28383,1705,2021-01-18,1615091,Mortgage,Online,Pending,39
28384,728,2021-07-06,4303347,SME,Online,Approved,39
28385,1059,2025-06-19,1704585,SME,Branch,Approved,40
28386,956,2025-09-19,428927,Mortgage,Branch,Approved,47
28387,185,2022-12-03,1470891,Mortgage,Online,Approved,61
28388,1277,2021-07-23,1183824,SME,Online,Approved,35
28389,1760,2025-01-12,2451736,Personal,Online,Approved,57
28390,323,2023-11-12,995919,SME,Branch,Rejected,42
28391,2252,2022-11-29,1076093,Mortgage,Online,Approved,44
28392,2823,2023-11-24,2211636,Mortgage,Online,Approved,50
28393,692,2023-11-12,3216647,SME,Online,Approved,48
28394,1938,2023-07-13,523240,Personal,Online,Approved,48
28395,346,2025-01-07,1496439,Mortgage,Online,Pending,45
28396,187,2023-12-23,952286,SME,Online,Approved,70
28397,1321,2023-03-14,3645458,SME,Online,Approved,54
28398,2033,2025-12-23,3234255,SME,Online,Approved,40
28399,2761,2024-01-23,3701548,Personal,Branch,Rejected,24
28400,2736,2024-02-07,4859490,Personal,Online,Pending,60
28401,1231,2023-09-01,3128581,Personal,Online,Approved,43
28402,291,2024-09-11,1538903,SME,Branch,Approved,68
28403,430,2025-01-20,3558391,SME,Branch,Approved,32
28404,2964,2021-05-31,571229,Mortgage,Branch,Approved,34
28405,1514,2021-03-23,1160642,Personal,Branch,Rejected,40
28406,2931,2021-07-09,4149830,Mortgage,Branch,Approved,56
28407,2398,2025-05-11,2175454,Personal,Branch,Approved,42
28408,785,2023-09-30,3190667,Mortgage,Branch,Approved,56
28409,1364,2023-10-10,1627818,SME,Online,Rejected,54
28410,641,2023-08-24,782006,Personal,Online,Approved,56
28411,1977,2021-09-18,4559755,SME,Branch,Approved,45
28412,2180,2024-04-26,367438,Mortgage,Online,Approved,46
28413,2559,2025-02-02,4459350,Personal,Online,Approved,24
28414,1672,2022-09-14,3514459,Personal,Online,Rejected,40
28415,195,2024-11-12,2300494,Mortgage,Branch,Rejected,18
28416,1863,2024-09-08,4363872,Personal,Online,Approved,42
28417,2801,2022-03-03,4872005,Personal,Online,Pending,51
28418,864,2024-11-26,4048050,Personal,Online,Approved,53
28419,2361,2022-09-05,3380142,Mortgage,Online,Approved,23
28420,1101,2022-03-25,3990694,Mortgage,Online,Approved,46
28421,2984,2023-08-31,1657537,Personal,Branch,Approved,50
28422,1368,2023-12-17,1799047,SME,Online,Approved,50
28423,592,2022-02-21,1828736,Mortgage,Branch,Rejected,41
28424,2583,2021-02-09,2656004,Personal,Online,Approved,44
28425,2949,2023-07-12,270030,Personal,Online,Approved,69
28426,1914,2025-04-27,377146,SME,Online,Approved,38
28427,2489,2025-07-21,478629,SME,Branch,Rejected,62
28428,2251,2023-03-11,1165819,Mortgage,Online,Approved,38
28429,1161,2025-06-01,4384924,Mortgage,Branch,Approved,59
28430,2613,2022-11-05,4994326,Personal,Online,Approved,55
28431,1206,2023-10-26,1651423,Personal,Online,Approved,59
28432,102,2024-09-28,3011201,Mortgage,Online,Approved,36
28433,1372,2021-01-28,3898895,SME,Branch,Approved,42
28434,536,2022-10-26,4246451,Mortgage,Branch,Rejected,71
28435,2000,2025-08-28,2577835,Mortgage,Branch,Approved,60
28436,1183,2021-04-03,2595550,Personal,Online,Rejected,59
28437,391,2024-05-31,2983251,Mortgage,Branch,Approved,33
28438,579,2021-03-25,238473,SME,Online,Approved,77
28439,956,2022-01-27,2409896,Mortgage,Online,Approved,46
28440,990,2021-12-15,3946149,Personal,Online,Pending,29
28441,1396,2025-10-26,4219367,Personal,Online,Approved,57
28442,455,2021-08-03,3175352,Personal,Online,Approved,29
28443,928,2024-11-10,3431752,Mortgage,Branch,Rejected,37
28444,1146,2023-07-14,4764839,Personal,Online,Approved,43
28445,1887,2024-04-20,354642,Personal,Online,Rejected,46
28446,2953,2025-01-06,4902419,Personal,Online,Rejected,74
28447,170,2022-07-14,2508266,Personal,Branch,Approved,54
28448,106,2021-04-09,4162886,SME,Online,Approved,62
28449,359,2021-06-28,4253237,Mortgage,Branch,Rejected,64
28450,2383,2021-04-10,3087422,Mortgage,Branch,Approved,54
28451,184,2025-12-18,2648985,SME,Branch,Pending,71
28452,1392,2025-07-27,1027630,Mortgage,Branch,Rejected,36
28453,1895,2025-03-09,738722,Personal,Online,Rejected,28
28454,716,2025-07-08,3021045,Mortgage,Online,Rejected,47
28455,1795,2023-04-22,3853388,SME,Branch,Rejected,63
28456,2745,2022-06-02,2265738,Mortgage,Online,Approved,46
28457,962,2023-02-20,1753763,Mortgage,Branch,Approved,40
28458,1199,2025-12-21,609037,SME,Online,Approved,74
28459,2988,2023-06-19,737390,Personal,Online,Pending,47
28460,1657,2021-04-20,2980812,Personal,Online,Rejected,44
28461,1343,2025-01-27,2634798,Mortgage,Online,Approved,56
28462,723,2022-01-07,493574,Personal,Online,Pending,53
28463,1336,2025-11-23,761985,Personal,Online,Approved,23
28464,350,2025-03-20,4503958,Personal,Branch,Approved,55
28465,289,2021-07-16,1471024,SME,Online,Pending,50
28466,1820,2024-03-30,2328348,Mortgage,Branch,Rejected,35
28467,963,2022-12-17,928575,Personal,Branch,Rejected,40
28468,2148,2024-06-01,3566042,Personal,Branch,Approved,67
28469,2747,2022-01-19,2608434,Personal,Online,Approved,33
28470,1774,2024-04-08,4665212,SME,Branch,Approved,48
28471,2759,2023-06-29,3360155,Personal,Online,Pending,45
28472,1743,2023-01-09,1483147,Mortgage,Branch,Pending,63
28473,2726,2023-11-20,4927463,Personal,Online,Approved,66
28474,2187,2023-11-19,188718,Mortgage,Online,Approved,33
28475,1654,2024-07-24,3303152,Mortgage,Online,Approved,26
28476,1151,2025-09-23,1421395,Personal,Online,Approved,45
28477,365,2025-12-29,3976511,Mortgage,Online,Approved,59
28478,603,2023-11-28,1721586,SME,Branch,Approved,58
28479,28,2023-12-29,2367437,SME,Online,Pending,31
28480,293,2022-09-22,738369,SME,Online,Approved,50
28481,1911,2023-10-04,3087911,SME,Branch,Pending,44
28482,731,2024-01-16,805508,Mortgage,Online,Approved,50
28483,1946,2021-12-19,2548897,SME,Online,Approved,46
28484,1603,2023-06-07,1379556,SME,Online,Rejected,75
28485,284,2021-05-03,2381956,Mortgage,Online,Rejected,50
28486,778,2024-02-04,1151642,Personal,Branch,Approved,37
28487,2816,2023-05-24,2584909,SME,Branch,Approved,35
28488,595,2023-08-17,1173208,SME,Online,Approved,67
28489,2971,2023-08-12,3049768,Personal,Online,Pending,49
28490,1866,2024-03-26,2528684,Personal,Online,Approved,48
28491,682,2022-07-30,1505815,Personal,Branch,Approved,50
28492,1526,2025-01-21,2330479,Personal,Branch,Approved,78
28493,1470,2025-07-15,3672646,Mortgage,Online,Approved,48
28494,1690,2025-11-13,4256704,Personal,Online,Approved,52
28495,1512,2025-07-26,2053721,SME,Online,Approved,52
28496,551,2021-11-24,3829466,SME,Branch,Approved,55
28497,203,2023-03-23,2591514,Mortgage,Branch,Rejected,29
28498,360,2023-11-11,3297901,Personal,Online,Rejected,61
28499,1302,2022-04-29,612582,SME,Branch,Approved,34
28500,882,2023-09-03,4316236,Mortgage,Online,Approved,35
28501,1178,2021-06-04,662548,SME,Online,Rejected,53
28502,1849,2023-03-12,1359630,Mortgage,Branch,Rejected,46
28503,2219,2024-04-19,4897527,SME,Branch,Approved,53
28504,2188,2022-12-10,3773642,Mortgage,Branch,Rejected,56
28505,1418,2022-12-22,329684,SME,Online,Approved,41
28506,1563,2023-09-27,3276179,Personal,Online,Approved,49
28507,2861,2021-07-17,2929075,Personal,Branch,Approved,48
28508,2381,2022-03-21,4816767,Mortgage,Online,Approved,37
28509,78,2021-01-07,1828912,Mortgage,Branch,Pending,60
28510,1209,2021-06-29,4959908,Personal,Branch,Approved,42
28511,1797,2022-01-06,3985188,Personal,Online,Rejected,40
28512,913,2024-09-03,4869892,Mortgage,Online,Rejected,44
28513,2334,2022-03-06,3662150,Personal,Online,Rejected,53
28514,1871,2023-03-25,2780732,Personal,Branch,Rejected,35
28515,1763,2025-09-29,4231327,Personal,Branch,Rejected,51
28516,1983,2021-10-04,4971289,SME,Branch,Rejected,35
28517,2843,2023-04-30,4207511,Personal,Branch,Pending,58
28518,171,2021-08-24,2143492,SME,Online,Rejected,46
28519,126,2023-10-13,2599524,Personal,Branch,Approved,49
28520,470,2023-01-08,732147,Personal,Branch,Rejected,57
28521,1457,2025-08-26,2238190,Mortgage,Branch,Rejected,41
28522,1485,2021-07-24,3374813,SME,Branch,Approved,74
28523,1268,2025-02-15,1909474,Mortgage,Branch,Pending,22
28524,2459,2025-06-26,4799278,Mortgage,Online,Rejected,29
28525,2013,2023-03-08,4449761,Mortgage,Branch,Approved,55
28526,719,2023-11-17,4359503,SME,Online,Approved,46
28527,261,2023-08-23,3515177,SME,Branch,Pending,48
28528,47,2022-07-23,4773530,Personal,Online,Approved,42
28529,213,2023-02-16,4673070,Personal,Branch,Approved,38
28530,330,2023-05-01,810042,SME,Online,Rejected,75
28531,2279,2024-02-29,3742636,Mortgage,Branch,Approved,30
28532,2031,2023-07-09,2675983,Personal,Online,Rejected,40
28533,273,2024-05-26,3253126,Personal,Online,Approved,47
28534,1633,2025-06-28,1349297,Personal,Online,Approved,52
28535,309,2024-04-20,1157098,SME,Branch,Rejected,41
28536,290,2022-02-27,507297,SME,Online,Approved,63
28537,1577,2025-01-25,250229,SME,Branch,Approved,60
28538,944,2025-06-11,2065758,Mortgage,Branch,Approved,50
28539,1531,2021-08-17,1272623,SME,Online,Rejected,52
28540,1930,2022-04-27,485692,Mortgage,Online,Pending,55
28541,2839,2023-09-27,3738103,SME,Branch,Approved,38
28542,2652,2022-09-20,176973,Mortgage,Branch,Rejected,50
28543,669,2024-09-12,3134817,Mortgage,Branch,Approved,45
28544,189,2023-07-15,4122051,Personal,Online,Approved,49
28545,329,2023-05-02,3883927,SME,Branch,Approved,55
28546,37,2023-11-19,4459449,Personal,Branch,Rejected,61
28547,763,2021-05-03,1383607,SME,Branch,Rejected,30
28548,2920,2024-08-28,858713,Personal,Branch,Approved,25
28549,1338,2021-08-02,4808634,Personal,Branch,Approved,77
28550,602,2022-11-08,4810587,SME,Online,Pending,49
28551,1594,2024-03-29,305442,Mortgage,Branch,Rejected,75
28552,2796,2022-09-25,1235825,SME,Branch,Approved,43
28553,2673,2023-06-25,3912956,Personal,Branch,Pending,50
28554,2847,2021-11-30,598368,Mortgage,Online,Approved,41
28555,2195,2024-04-07,2352490,Mortgage,Branch,Rejected,44
28556,521,2023-10-02,1041213,SME,Online,Rejected,53
28557,2924,2025-01-21,4365051,Personal,Branch,Approved,63
28558,968,2025-02-27,2065245,Personal,Branch,Approved,70
28559,2544,2022-09-27,4754414,Mortgage,Branch,Approved,58
28560,2135,2022-07-14,1845915,Mortgage,Branch,Pending,29
28561,865,2023-02-19,1297184,Personal,Branch,Pending,54
28562,1274,2023-03-26,1175422,Personal,Branch,Rejected,62
28563,2988,2025-04-28,1469780,Personal,Online,Approved,41
28564,1067,2024-01-21,1283454,Personal,Online,Approved,57
28565,48,2021-07-07,210940,SME,Branch,Rejected,42
28566,2982,2025-08-21,3852404,SME,Branch,Approved,50
28567,1640,2025-02-06,406011,Mortgage,Online,Approved,40
28568,548,2025-04-01,1280333,Personal,Branch,Approved,57
28569,281,2025-09-25,4981243,Personal,Online,Approved,35
28570,1473,2023-09-06,4106751,SME,Online,Pending,29
28571,2721,2022-08-15,1903111,SME,Branch,Approved,49
28572,2115,2021-10-20,4285448,Personal,Online,Pending,41
28573,192,2023-03-12,2739821,SME,Online,Approved,38
28574,619,2022-09-11,1551539,Mortgage,Online,Approved,58
28575,1964,2023-04-23,4614317,SME,Online,Approved,43
28576,2120,2021-12-12,607673,SME,Branch,Rejected,65
28577,1511,2025-09-15,1454414,Mortgage,Branch,Approved,62
28578,447,2025-09-24,2134038,SME,Online,Approved,30
28579,1509,2024-06-21,1523258,Mortgage,Online,Approved,38
28580,2277,2022-04-16,3669215,Personal,Branch,Approved,42
28581,812,2025-03-17,4448027,Personal,Branch,Rejected,47
28582,1770,2023-11-09,1680819,SME,Online,Pending,41
28583,2108,2022-07-24,3654444,SME,Online,Approved,58
28584,2653,2023-07-07,2504353,SME,Online,Approved,64
28585,2820,2023-07-24,4777013,Personal,Branch,Approved,35
28586,527,2025-12-07,1814638,SME,Branch,Rejected,72
28587,422,2024-05-19,789034,Mortgage,Online,Approved,60
28588,2321,2022-09-30,1264150,SME,Branch,Rejected,29
28589,2180,2021-08-19,2381477,Personal,Branch,Approved,58
28590,1491,2022-10-01,2150371,Mortgage,Branch,Approved,44
28591,2159,2024-02-17,3432038,SME,Online,Pending,34
28592,899,2023-09-09,4614211,SME,Branch,Rejected,30
28593,1602,2024-02-09,446763,SME,Branch,Rejected,43
28594,1959,2022-07-22,2631597,Personal,Online,Rejected,37
28595,1201,2025-10-25,324602,Personal,Online,Rejected,51
28596,2351,2023-02-04,4492450,Mortgage,Branch,Approved,40
28597,834,2023-11-16,2589230,Mortgage,Online,Rejected,44
28598,114,2022-06-09,4768116,Mortgage,Online,Rejected,45
28599,344,2021-04-12,3215632,Personal,Online,Approved,59
28600,949,2022-07-07,1583434,Mortgage,Online,Approved,40
28601,1907,2024-05-08,1967326,Personal,Branch,Rejected,39
28602,606,2021-04-19,387417,Mortgage,Online,Pending,42
28603,2012,2024-06-09,3254803,SME,Branch,Rejected,34
28604,2094,2023-09-04,2599127,Mortgage,Online,Pending,49
28605,2406,2023-05-31,3860313,Personal,Branch,Approved,32
28606,429,2024-02-08,4033429,Personal,Branch,Approved,48
28607,1410,2024-05-30,174540,Mortgage,Online,Approved,55
28608,2783,2025-09-07,2232290,SME,Branch,Approved,31
28609,1838,2021-07-31,2359747,Personal,Online,Approved,54
28610,1349,2021-07-28,790340,SME,Branch,Approved,35
28611,3000,2023-05-29,4228204,SME,Online,Pending,52
