Customer_ID,Parish,Age,Employment_Status,Annual_Income,Risk_Profile,KYC_Status
1572,Kingston,36,Unemployed,6320191,High,Verified
1573,Kingston,33,Unemployed,4944111,Low,Pending
1574,Clarendon,69,Employed,3460038,Medium,Verified
1575,Clarendon,55,Employed,1987171,Medium,Verified
1576,St. James,31,Self-Employed,3733361,High,Verified
1577,St. Catherine,41,Self-Employed,1221655,Low,Verified
1578,Manchester,31,Unemployed,6421402,Medium,Rejected
1579,St. James,50,Self-Employed,6123940,High,Pending
1580,Clarendon,68,Self-Employed,1599717,Low,Pending
1581,Manchester,55,Unemployed,6447069,High,Rejected
1582,Clarendon,42,Self-Employed,3282266,High,Verified
1583,Manchester,58,Self-Employed,7638438,High,Verified
1584,St. Catherine,51,Unemployed,6996158,Low,Verified
1585,St. James,34,Unemployed,1721806,Low,Pending
1586,Manchester,44,Employed,4207129,High,Pending
1587,Kingston,69,Unemployed,5765440,Low,Verified
1588,Kingston,52,Employed,1591043,Medium,Verified
1589,Manchester,56,Self-Employed,4101112,Low,Rejected
1590,Manchester,52,Unemployed,1993728,Low,Verified
1591,Manchester,35,Unemployed,5861354,Low,Pending
1592,Kingston,63,Unemployed,7728689,Medium,Verified
1593,Kingston,55,Self-Employed,7986285,Low,Verified
1594,Manchester,23,Employed,7711957,Medium,Verified
1595,Clarendon,36,Self-Employed,7112330,Medium,Verified
1596,Clarendon,25,Self-Employed,2304329,Medium,Verified
1597,St. Catherine,41,Unemployed,2577850,Medium,Verified
1598,St. James,30,Employed,7486269,Low,Pending
1599,Clarendon,39,Self-Employed,1335888,Low,Verified
1600,Kingston,45,Unemployed,7957303,Low,Pending
1601,Clarendon,24,Self-Employed,4718446,Medium,Verified
1602,St. Catherine,49,Self-Employed,3368921,Medium,Pending
1603,St. Catherine,39,Unemployed,7771631,Low,Verified
1604,St. James,63,Unemployed,5734164,Low,Verified
1605,Clarendon,22,Employed,5612940,Medium,Verified
1606,Kingston,30,Self-Employed,3002888,Low,Verified
1607,Kingston,63,Unemployed,2659722,High,Pending
1608,Manchester,45,Unemployed,7503562,Low,Verified
1609,Kingston,40,Employed,4924741,High,Verified
1610,St. James,68,Employed,3352192,Low,Pending
1611,St. James,39,Unemployed,935797,Low,Verified
1612,Kingston,43,Employed,3333573,Low,Pending
1613,Kingston,44,Unemployed,2524620,Low,Verified
1614,Manchester,31,Self-Employed,3382229,Low,Pending
1615,Kingston,66,Employed,5969719,Low,Verified
1616,Manchester,54,Self-Employed,3912734,Medium,Rejected
1617,Manchester,48,Self-Employed,5630165,Low,Verified
1618,Kingston,25,Self-Employed,7366692,Medium,Verified
1619,St. Catherine,25,Unemployed,1158062,Low,Verified
1620,St. Catherine,41,Self-Employed,7116913,High,Verified
1621,Manchester,32,Self-Employed,3755251,Medium,Verified
1622,Kingston,24,Self-Employed,2877645,Low,Verified
1623,St. Catherine,69,Unemployed,2201471,Low,Verified
1624,Kingston,62,Self-Employed,7154350,Low,Pending
1625,Kingston,40,Self-Employed,5579897,Low,Verified
1626,Kingston,58,Employed,2516548,Medium,Pending
1627,Clarendon,45,Unemployed,5752505,Medium,Verified
1628,Kingston,34,Self-Employed,5204003,High,Verified
1629,Clarendon,31,Employed,1818143,Medium,Pending
1630,Manchester,52,Unemployed,4900321,High,Pending
1631,St. Catherine,31,Unemployed,4958527,High,Verified
1632,St. Catherine,38,Unemployed,2687145,High,Verified
1633,St. Catherine,47,Unemployed,2897711,Low,Verified
1634,St. Catherine,38,Unemployed,6895561,Low,Verified
1635,St. Catherine,43,Unemployed,837361,Low,Verified
1636,St. Catherine,31,Self-Employed,7958608,Medium,Verified
1637,St. Catherine,41,Self-Employed,3698845,Low,Verified
1638,Manchester,64,Self-Employed,4263227,Low,Verified
1639,Kingston,25,Self-Employed,3257856,Low,Rejected
1640,St. James,43,Employed,2561856,Low,Pending
1641,Clarendon,61,Self-Employed,3141102,Medium,Verified
1642,St. James,45,Unemployed,4371488,Low,Verified
1643,St. James,61,Self-Employed,800037,Medium,Verified
1644,Kingston,30,Self-Employed,7789848,Medium,Pending
1645,Kingston,42,Unemployed,4417177,Low,Verified
1646,Kingston,39,Self-Employed,5297868,Medium,Verified
1647,St. Catherine,21,Self-Employed,1421531,Medium,Verified
1648,Manchester,27,Self-Employed,7051936,Low,Verified
1649,St. Catherine,24,Employed,1453668,Low,Verified
1650,Manchester,21,Self-Employed,4204158,Low,Pending
1651,Manchester,35,Unemployed,3456040,Medium,Verified
1652,St. James,60,Unemployed,1503645,Medium,Verified
1653,St. James,32,Self-Employed,5711672,Low,Verified
1654,Manchester,42,Self-Employed,2105927,Low,Verified
1655,Manchester,42,Self-Employed,3421872,Low,Verified
1656,St. Catherine,67,Unemployed,5780142,High,Verified
1657,St. Catherine,37,Unemployed,1393975,Low,Verified
1658,St. James,49,Employed,3665728,High,Rejected
1659,Kingston,66,Employed,5852683,Low,Rejected
1660,Manchester,34,Employed,7974212,Medium,Verified
1661,St. Catherine,40,Unemployed,4783063,Medium,Pending
1662,St. James,68,Employed,3082373,Medium,Rejected
1663,St. Catherine,53,Self-Employed,3640152,Low,Verified
1664,Manchester,63,Self-Employed,3350552,Medium,Verified
1665,Manchester,35,Unemployed,1652224,Low,Verified
1666,Clarendon,32,Employed,3192735,Low,Verified
1667,Kingston,60,Self-Employed,6218626,Medium,Pending
1668,Clarendon,40,Unemployed,2161968,High,Verified
1669,St. James,50,Employed,4422546,Medium,Verified
1670,St. Catherine,58,Self-Employed,5695035,Low,Verified
1671,St. James,23,Employed,6796522,Medium,Verified
1672,Manchester,48,Unemployed,4406940,Medium,Verified
1673,Clarendon,46,Employed,6735537,High,Verified
1674,Clarendon,50,Unemployed,3868929,High,Verified
1675,Clarendon,33,Employed,4400200,Medium,Pending
1676,St. James,33,Self-Employed,1359031,Low,Pending
1677,Manchester,22,Unemployed,7291280,Medium,Pending
1678,St. Catherine,57,Unemployed,3501243,Medium,Pending
1679,St. Catherine,69,Unemployed,6244003,High,Pending
1680,St. James,58,Employed,2919228,Low,Verified
1681,Clarendon,22,Employed,5235728,Low,Verified
1682,Kingston,56,Self-Employed,1006384,Low,Verified
1683,St. James,46,Unemployed,7342155,Medium,Verified
1684,St. James,31,Unemployed,7965371,High,Verified
1685,Manchester,28,Employed,7749779,Low,Pending
1686,St. Catherine,64,Employed,4327089,Medium,Verified
1687,St. James,60,Self-Employed,4935554,Medium,Verified
1688,St. James,63,Self-Employed,5139242,Medium,Verified
1689,Clarendon,42,Employed,3788088,Low,Verified
1690,Clarendon,40,Unemployed,7254833,High,Rejected
1691,Kingston,28,Self-Employed,1779907,Low,Verified
1692,Manchester,49,Employed,1013968,Medium,Verified
1693,Kingston,60,Employed,5382692,Low,Verified
1694,Clarendon,46,Unemployed,1094957,Low,Pending
1695,St. Catherine,50,Employed,2701737,High,Verified
1696,Clarendon,37,Employed,5972494,Low,Verified
1697,Manchester,40,Self-Employed,5785248,Low,Pending
1698,Clarendon,36,Employed,3147855,Medium,Verified
1699,Manchester,66,Employed,2264458,Medium,Verified
1700,Manchester,63,Self-Employed,6190582,Medium,Verified
1701,Manchester,27,Unemployed,7209363,Low,Pending
1702,Manchester,36,Unemployed,3102743,Low,Verified
1703,Manchester,65,Self-Employed,5388156,Low,Verified
1704,St. Catherine,67,Self-Employed,1785461,Low,Verified
1705,Kingston,68,Unemployed,6631759,High,Verified
1706,St. James,47,Unemployed,3421021,Low,Verified
1707,Kingston,43,Unemployed,4155361,Low,Verified
1708,Manchester,44,Unemployed,6510912,Low,Verified
1709,St. Catherine,29,Unemployed,2606423,Low,Verified
1710,Clarendon,55,Self-Employed,7889239,Medium,Verified
1711,St. Catherine,40,Employed,2750408,Medium,Verified
1712,Manchester,57,Unemployed,1427915,Low,Verified
1713,St. Catherine,62,Unemployed,4394128,Low,Verified
1714,St. Catherine,37,Employed,1976957,Low,Verified
1715,Manchester,67,Employed,2206427,Medium,Rejected
1716,St. Catherine,51,Employed,4289550,Medium,Verified
1717,St. James,28,Employed,7689053,Low,Verified
1718,St. James,35,Employed,4695090,Low,Verified
1719,St. Catherine,51,Employed,2645786,Medium,Verified
1720,Clarendon,50,Self-Employed,3565013,High,Pending
1721,Manchester,66,Employed,7990601,High,Verified
1722,St. James,40,Employed,6962492,Low,Verified
1723,Clarendon,59,Self-Employed,836382,Low,Verified
1724,St. Catherine,32,Employed,7838170,Low,Verified
1725,Clarendon,69,Unemployed,1662219,Medium,Verified
1726,Kingston,37,Unemployed,6066221,High,Verified
1727,St. James,62,Employed,2518303,Low,Pending
1728,St. Catherine,50,Self-Employed,4852127,Low,Pending
1729,Manchester,49,Unemployed,2074856,Low,Verified
1730,St. Catherine,39,Self-Employed,4601082,Low,Verified
1731,Manchester,66,Unemployed,4146668,Low,Pending
1732,St. Catherine,31,Employed,7496674,Medium,Verified
1733,Clarendon,54,Self-Employed,4729268,Low,Verified
1734,Clarendon,27,Self-Employed,3507260,Low,Pending
1735,Clarendon,64,Self-Employed,4005677,Medium,Verified
1736,Kingston,54,Unemployed,3306068,Low,Verified
1737,Manchester,40,Unemployed,7826121,Low,Verified
1738,Clarendon,58,Unemployed,2435407,Low,Verified
1739,Kingston,44,Employed,4892550,High,Rejected
1740,Manchester,30,Unemployed,1283075,Medium,Verified
1741,St. Catherine,52,Employed,4759770,Low,Rejected
1742,Kingston,35,Self-Employed,7603928,Medium,Verified
1743,St. James,57,Self-Employed,2577310,Low,Verified
1744,Kingston,40,Employed,1127370,Medium,Verified
1745,Kingston,23,Unemployed,3728751,Medium,Verified
1746,Manchester,57,Employed,6251731,High,Verified
1747,St. Catherine,60,Self-Employed,7546037,Low,Verified
1748,St. James,28,Self-Employed,2964533,High,Pending
1749,Clarendon,60,Employed,1633142,High,Rejected
1750,Clarendon,64,Unemployed,5273214,High,Verified
1751,Kingston,43,Unemployed,5096720,Medium,Verified
1752,Manchester,60,Employed,4482796,Low,Pending
1753,Manchester,31,Employed,6091338,Low,Verified
1754,Clarendon,66,Unemployed,1642653,Low,Verified
1755,St. James,28,Self-Employed,2636517,Low,Rejected
1756,St. Catherine,49,Employed,1151637,Medium,Verified
1757,St. James,50,Unemployed,7519018,Medium,Verified
1758,St. Catherine,30,Unemployed,5897586,High,Verified
1759,Clarendon,59,Self-Employed,977946,Low,Verified
1760,St. Catherine,48,Self-Employed,5937956,Low,Verified
1761,Manchester,69,Self-Employed,6074413,Medium,Verified
1762,Kingston,56,Self-Employed,5888880,Low,Rejected
1763,Kingston,33,Self-Employed,1664899,Low,Verified
1764,Clarendon,52,Employed,1063503,High,Verified
1765,Manchester,56,Unemployed,7210575,Medium,Verified
1766,St. James,57,Employed,3118292,Low,Pending
1767,Manchester,46,Employed,2826393,High,Rejected
1768,Kingston,42,Employed,3802083,Medium,Pending
1769,Kingston,24,Employed,5326226,Medium,Verified
1770,Manchester,51,Employed,3179897,High,Rejected
1771,Manchester,38,Self-Employed,2094416,Low,Verified
1772,Kingston,58,Self-Employed,2785196,Medium,Verified
1773,St. James,44,Unemployed,4718198,Low,Verified
1774,Clarendon,43,Employed,2360121,Low,Verified
1775,Clarendon,42,Unemployed,6678263,High,Pending
1776,Manchester,22,Self-Employed,1243035,Medium,Verified
1777,Clarendon,51,Self-Employed,3899072,Medium,Verified
1778,Kingston,31,Self-Employed,2835115,High,Verified
1779,Kingston,48,Employed,7450723,High,Verified
1780,Manchester,66,Employed,6873770,High,Verified
1781,Manchester,52,Self-Employed,5904961,Low,Verified
1782,Manchester,25,Unemployed,7754896,Low,Verified
1783,St. James,58,Unemployed,6000551,Low,Verified
1784,Clarendon,30,Self-Employed,1489317,Low,Pending
1785,Manchester,60,Unemployed,5352636,Low,Rejected
1786,St. Catherine,66,Self-Employed,1551240,Medium,Rejected
1787,St. Catherine,44,Unemployed,5115596,Medium,Pending
1788,Kingston,55,Self-Employed,5084874,High,Verified
1789,Clarendon,64,Unemployed,7575996,Medium,Pending
1790,Manchester,68,Employed,1795791,Medium,Verified
1791,St. Catherine,43,Self-Employed,3020943,Low,Pending
1792,Clarendon,37,Self-Employed,3862138,Low,Verified
1793,Kingston,21,Unemployed,2341121,Low,Pending
1794,St. James,51,Self-Employed,7607145,Medium,Verified
1795,Clarendon,51,Self-Employed,2760299,Low,Verified
1796,Clarendon,62,Self-Employed,5879111,Medium,Verified
1797,St. James,62,Employed,3653501,Medium,Verified
1798,Clarendon,54,Employed,3627433,Low,Rejected
1799,Kingston,29,Unemployed,7082444,Low,Verified
1800,Kingston,42,Employed,6413904,Low,Verified
1801,St. James,33,Unemployed,3259622,Low,Rejected
1802,Manchester,45,Employed,7238359,Medium,Verified
1803,St. Catherine,68,Unemployed,6980509,Medium,Verified
1804,Manchester,38,Employed,2697459,Medium,Verified
1805,Clarendon,32,Employed,5040012,High,Verified
1806,St. Catherine,60,Unemployed,4749842,Medium,Pending
1807,St. James,37,Self-Employed,6518920,High,Pending
1808,St. James,35,Self-Employed,2015442,Low,Rejected
1809,St. Catherine,62,Employed,6364396,Medium,Verified
1810,Kingston,35,Unemployed,4917095,Low,Verified
1811,St. Catherine,35,Self-Employed,3380309,Low,Verified
1812,Clarendon,59,Unemployed,4115537,Low,Pending
1813,Kingston,33,Self-Employed,7225148,Medium,Verified
1814,St. James,37,Unemployed,3391318,Low,Verified
1815,St. Catherine,52,Employed,7849985,Low,Verified
1816,Manchester,29,Unemployed,5951946,High,Verified
1817,Manchester,60,Self-Employed,7826206,High,Pending
1818,Clarendon,40,Employed,5047328,Medium,Verified
1819,Manchester,46,Unemployed,2251469,Medium,Verified
1820,St. Catherine,47,Self-Employed,6218063,High,Verified
1821,St. Catherine,41,Employed,4100874,Medium,Pending
1822,Manchester,38,Unemployed,5536416,Low,Verified
1823,St. Catherine,33,Self-Employed,4863997,High,Verified
1824,Clarendon,36,Unemployed,5512838,Medium,Verified
1825,Kingston,29,Unemployed,6926463,Low,Verified
1826,Clarendon,32,Employed,848926,Low,Pending
1827,Clarendon,64,Employed,6210812,Low,Verified
1828,St. Catherine,58,Self-Employed,7366575,High,Rejected
1829,Kingston,39,Employed,7952765,Low,Verified
1830,St. Catherine,27,Self-Employed,6791917,High,Pending
1831,St. James,55,Unemployed,6907182,High,Pending
1832,St. Catherine,68,Unemployed,6812621,Medium,Verified
1833,St. Catherine,38,Self-Employed,4551387,Medium,Verified
1834,St. Catherine,36,Unemployed,3579060,Low,Verified
1835,Kingston,59,Employed,5357418,Low,Verified
1836,St. Catherine,24,Unemployed,1283791,Low,Verified
1837,Kingston,45,Employed,2470930,Medium,Verified
1838,Manchester,52,Self-Employed,7785552,Low,Pending
1839,St. James,60,Self-Employed,2958714,Low,Verified
1840,Kingston,33,Unemployed,4248281,Low,Pending
1841,Manchester,65,Unemployed,2850181,High,Verified
1842,Kingston,37,Employed,1596266,Low,Verified
1843,Kingston,69,Employed,3422280,High,Rejected
1844,St. James,57,Unemployed,5729073,Low,Verified
1845,Clarendon,26,Unemployed,5025872,Medium,Verified
1846,Clarendon,39,Self-Employed,5791582,Low,Pending
1847,Kingston,33,Self-Employed,1461259,Medium,Rejected
1848,St. Catherine,46,Self-Employed,1410326,Medium,Verified
1849,Manchester,34,Unemployed,2045749,Low,Verified
1850,St. Catherine,51,Unemployed,1756277,Medium,Verified
1851,St. Catherine,24,Unemployed,3026941,Medium,Verified
1852,Kingston,59,Self-Employed,2218180,Medium,Verified
1853,Kingston,28,Unemployed,5496298,Medium,Verified
1854,Kingston,45,Employed,874723,Low,Verified
1855,Kingston,33,Unemployed,7033146,Medium,Pending
1856,Clarendon,52,Unemployed,7854499,High,Pending
1857,Kingston,58,Unemployed,7457794,High,Verified
1858,Clarendon,58,Unemployed,3818967,High,Verified
1859,Clarendon,48,Unemployed,4526904,Low,Verified
1860,Kingston,50,Employed,6870928,Medium,Verified
1861,St. James,23,Employed,7798950,Medium,Verified
1862,Manchester,48,Unemployed,2333017,Low,Verified
1863,St. Catherine,23,Self-Employed,1592515,High,Verified
1864,Clarendon,65,Unemployed,6710838,Medium,Rejected
1865,Manchester,54,Unemployed,2193196,Low,Pending
1866,St. James,36,Unemployed,1835211,Low,Pending
1867,St. Catherine,42,Self-Employed,2989568,High,Verified
1868,St. Catherine,52,Self-Employed,4734740,Low,Verified
1869,Clarendon,58,Self-Employed,1447122,Low,Verified
1870,Kingston,28,Employed,4582164,Low,Pending
1871,St. James,28,Self-Employed,2561331,Low,Verified
1872,Clarendon,26,Employed,2677329,High,Verified
1873,St. James,34,Employed,3692970,Low,Verified
1874,Kingston,52,Self-Employed,1115315,Medium,Verified
1875,Kingston,55,Self-Employed,950594,High,Verified
1876,Clarendon,30,Self-Employed,1520892,Medium,Verified
1877,Kingston,23,Employed,7576432,Low,Verified
1878,Manchester,32,Unemployed,4863903,Medium,Verified
1879,St. Catherine,69,Self-Employed,6076425,Low,Verified
1880,Clarendon,51,Self-Employed,5179455,Low,Verified
1881,St. James,49,Self-Employed,4759015,Medium,Pending
1882,Manchester,25,Employed,2932942,High,Verified
1883,Clarendon,45,Employed,3472452,Medium,Verified
1884,Kingston,61,Unemployed,3014979,High,Verified
1885,Kingston,51,Self-Employed,4205851,Medium,Rejected
1886,Kingston,41,Employed,996211,Medium,Verified
1887,Kingston,40,Unemployed,2636082,High,Verified
1888,St. James,59,Self-Employed,7527348,Low,Verified
1889,Manchester,42,Employed,3037699,Low,Verified
1890,St. Catherine,24,Self-Employed,5140496,Medium,Verified
1891,St. James,33,Self-Employed,5258434,Medium,Verified
1892,St. James,65,Employed,2613065,Low,Rejected
1893,St. Catherine,62,Employed,7779246,Low,Pending
1894,St. Catherine,69,Employed,5757161,Low,Rejected
1895,Kingston,40,Self-Employed,5387281,Medium,Verified
1896,St. James,33,Self-Employed,6307200,High,Pending
1897,Clarendon,37,Unemployed,5602850,High,Verified
1898,St. Catherine,56,Self-Employed,1177332,Medium,Verified
1899,St. Catherine,53,Employed,884153,High,Pending
1900,Manchester,21,Self-Employed,6760158,Low,Verified
1901,Clarendon,35,Unemployed,5778234,Low,Verified
1902,Clarendon,33,Unemployed,7511787,Low,Verified
1903,St. Catherine,37,Employed,5752576,Medium,Verified
1904,Kingston,44,Employed,1926018,Low,Rejected
1905,Manchester,28,Unemployed,4772162,Medium,Verified
1906,Clarendon,47,Unemployed,6966994,Medium,Verified
1907,St. Catherine,65,Unemployed,4972060,Low,Verified
1908,Clarendon,43,Employed,7403352,High,Pending
1909,Manchester,66,Unemployed,2108064,Medium,Verified
1910,Manchester,28,Unemployed,878947,Low,Verified
1911,St. James,28,Employed,2753980,Low,Pending
1912,St. Catherine,46,Self-Employed,7952604,Medium,Verified
1913,Manchester,67,Self-Employed,3338361,Low,Verified
1914,St. James,33,Unemployed,4769411,Low,Pending
1915,St. James,59,Self-Employed,7187952,Medium,Verified
1916,Clarendon,57,Self-Employed,6769677,High,Pending
1917,Clarendon,69,Self-Employed,7916785,Low,Verified
1918,St. James,48,Self-Employed,1768410,High,Rejected
1919,Clarendon,45,Unemployed,3210912,High,Rejected
1920,Manchester,36,Self-Employed,3399087,Low,Verified
1921,Kingston,22,Self-Employed,4736642,Medium,Verified
1922,Manchester,38,Employed,3267286,Low,Rejected
1923,St. James,37,Unemployed,4167764,Low,Verified
1924,St. James,50,Employed,4411880,Medium,Verified
1925,Manchester,59,Employed,1494934,Medium,Verified
1926,Clarendon,33,Unemployed,1840835,Low,Pending
1927,Clarendon,52,Self-Employed,2678292,High,Pending
1928,St. James,49,Employed,7426532,Medium,Verified
1929,St. Catherine,66,Unemployed,5263786,High,Verified
1930,Clarendon,50,Self-Employed,6186452,Low,Pending
1931,Manchester,38,Unemployed,942617,High,Pending
1932,Clarendon,33,Employed,7677224,Low,Verified
1933,Manchester,63,Self-Employed,7752057,Low,Rejected
1934,St. James,41,Self-Employed,2068962,Medium,Pending
1935,Clarendon,50,Unemployed,5934629,Medium,Verified
1936,Manchester,41,Self-Employed,2901847,Medium,Pending
1937,St. James,68,Employed,5726730,Low,Verified
1938,St. Catherine,37,Employed,1830120,Low,Verified
1939,Manchester,60,Employed,1834780,Medium,Verified
1940,St. Catherine,39,Unemployed,4484334,Low,Pending
1941,St. Catherine,35,Self-Employed,7928822,Medium,Rejected
1942,Kingston,29,Self-Employed,2264123,Low,Verified
1943,Clarendon,30,Self-Employed,6426306,High,Verified
1944,Manchester,64,Employed,2556608,Medium,Verified
1945,St. Catherine,51,Self-Employed,3367228,Medium,Pending
1946,Kingston,43,Employed,1549045,High,Pending
1947,St. James,50,Self-Employed,6111634,Medium,Verified
1948,Manchester,53,Employed,1672109,Low,Verified
1949,St. Catherine,29,Self-Employed,4834480,Low,Verified
1950,Clarendon,67,Unemployed,1187405,Medium,Verified
1951,Kingston,21,Unemployed,7605360,Low,Verified
1952,St. Catherine,64,Employed,5361786,Medium,Pending
1953,Clarendon,55,Employed,5558669,Low,Verified
1954,St. Catherine,31,Self-Employed,5336363,Low,Verified
1955,Manchester,54,Self-Employed,2508175,Medium,Verified
1956,Manchester,36,Unemployed,4187232,High,Verified
1957,Manchester,29,Self-Employed,3901004,Medium,Verified
1958,Kingston,52,Employed,6334693,High,Verified
1959,Manchester,35,Employed,3732208,High,Verified
1960,Clarendon,32,Employed,2710155,Low,Pending
1961,St. Catherine,53,Employed,2508086,Low,Verified
1962,St. James,65,Employed,4987442,Medium,Pending
1963,Clarendon,34,Unemployed,4612197,High,Verified
1964,Clarendon,28,Unemployed,4700838,Medium,Verified
1965,Manchester,28,Employed,1481376,High,Verified
1966,Kingston,47,Self-Employed,2515872,Low,Rejected
1967,St. Catherine,32,Employed,7233564,Low,Verified
1968,Kingston,21,Unemployed,1756740,Medium,Verified
1969,St. Catherine,63,Employed,6187973,Low,Rejected
1970,St. Catherine,60,Unemployed,7914831,Low,Verified
1971,Kingston,62,Unemployed,3010846,Low,Pending
1972,Clarendon,31,Employed,5228760,Low,Verified
1973,St. Catherine,59,Employed,3109231,Medium,Verified
1974,Kingston,63,Self-Employed,7534688,High,Verified
1975,St. Catherine,51,Unemployed,5410764,High,Rejected
1976,St. James,37,Self-Employed,2304819,Medium,Verified
1977,Clarendon,53,Employed,6812553,Low,Verified
1978,Manchester,52,Unemployed,7214807,Medium,Verified
1979,St. Catherine,49,Self-Employed,5295433,Low,Verified
1980,St. James,41,Self-Employed,6015784,Low,Pending
1981,Manchester,41,Self-Employed,2767582,Low,Verified
1982,Manchester,60,Employed,1640268,High,Verified
1983,St. Catherine,43,Employed,6929026,High,Verified
1984,Kingston,26,Employed,6570938,Medium,Verified
1985,St. Catherine,42,Unemployed,5823601,Medium,Verified
1986,St. James,58,Employed,7145267,Low,Verified
1987,Manchester,57,Unemployed,7357601,Medium,Pending
1988,St. Catherine,65,Self-Employed,4530864,Medium,Rejected
1989,Kingston,28,Self-Employed,852635,Low,Verified
1990,St. Catherine,61,Employed,5015250,Low,Pending
1991,Clarendon,69,Self-Employed,1783638,High,Verified
1992,Kingston,55,Employed,7711596,Medium,Verified
1993,St. James,31,Unemployed,6396127,High,Verified
1994,Manchester,44,Self-Employed,7576716,High,Verified
1995,St. Catherine,69,Employed,4775904,High,Verified
1996,Kingston,41,Self-Employed,4063457,Low,Pending
1997,Clarendon,22,Self-Employed,4986080,Low,Rejected
1998,Kingston,60,Employed,3591671,Low,Verified
1999,Clarendon,39,Self-Employed,2861892,Low,Verified
2000,St. James,59,Self-Employed,4231543,Medium,Rejected
2001,Manchester,48,Self-Employed,7763266,Medium,Verified
2002,St. James,37,Self-Employed,4878140,Medium,Verified
2003,St. Catherine,26,Unemployed,4396219,Low,Verified
2004,Kingston,39,Self-Employed,6471614,High,Verified
2005,Clarendon,58,Self-Employed,4265685,Low,Verified
2006,Clarendon,48,Employed,896748,Low,Pending
2007,Kingston,22,Unemployed,4709308,Medium,Pending
2008,Kingston,58,Employed,2248598,Medium,Verified
2009,St. Catherine,57,Employed,5623325,Low,Pending
2010,St. James,24,Employed,1758395,Low,Verified
2011,Clarendon,42,Unemployed,1715767,Medium,Verified
2012,St. Catherine,46,Employed,1101364,Low,Pending
2013,St. James,69,Employed,2127878,Low,Verified
2014,St. Catherine,63,Employed,7958880,Medium,Verified
2015,Clarendon,56,Self-Employed,3842244,Low,Verified
2016,Kingston,33,Employed,7246716,Low,Rejected
2017,Kingston,52,Unemployed,4169415,Low,Pending
2018,St. James,37,Unemployed,3218126,High,Pending
2019,Manchester,61,Self-Employed,2909571,High,Verified
2020,St. James,56,Unemployed,4503713,Low,Pending
2021,Manchester,66,Unemployed,4292804,Low,Verified
2022,St. Catherine,39,Self-Employed,1181856,Low,Rejected
2023,St. Catherine,55,Employed,4443512,Low,Verified
2024,Clarendon,66,Self-Employed,4565444,Medium,Verified
2025,Manchester,60,Employed,6706213,Medium,Verified
2026,Clarendon,48,Employed,1563361,Low,Pending
2027,Kingston,21,Unemployed,3508089,Low,Pending
2028,Manchester,62,Self-Employed,5379097,Low,Verified
2029,St. James,38,Unemployed,4816899,Low,Verified
2030,Kingston,68,Unemployed,7940390,Low,Pending
2031,Kingston,60,Employed,4108085,Medium,Verified
2032,St. James,53,Unemployed,4755199,Medium,Pending
2033,Kingston,32,Self-Employed,6042329,Medium,Rejected
2034,Manchester,28,Unemployed,4798880,Low,Verified
2035,Clarendon,44,Unemployed,4068896,Medium,Verified
2036,Kingston,36,Employed,2461127,Low,Verified
2037,Manchester,24,Self-Employed,5053459,Low,Verified
2038,St. Catherine,58,Unemployed,6568084,Medium,Verified
2039,Manchester,64,Employed,7936940,Low,Pending
2040,Clarendon,47,Unemployed,5456630,Medium,Verified
2041,Manchester,29,Self-Employed,3654135,Medium,Verified
2042,St. James,67,Unemployed,7371390,High,Verified
2043,Clarendon,36,Unemployed,1276377,High,Verified
2044,St. Catherine,32,Employed,1198422,Low,Rejected
2045,St. James,51,Unemployed,921937,High,Verified
2046,Manchester,44,Employed,1933629,Medium,Verified
2047,Clarendon,34,Self-Employed,1178355,Medium,Rejected
2048,St. Catherine,65,Unemployed,2691369,Low,Verified
2049,St. James,45,Self-Employed,4793611,High,Verified
2050,St. Catherine,54,Self-Employed,2148416,Low,Verified
2051,Manchester,23,Unemployed,3915848,High,Pending
2052,St. Catherine,44,Employed,2475259,Low,Verified
2053,Kingston,62,Self-Employed,1839474,Medium,Rejected
2054,St. James,29,Self-Employed,2759129,Low,Pending
2055,St. Catherine,46,Unemployed,7409001,Low,Verified
2056,Manchester,40,Unemployed,1349391,Low,Verified
2057,Manchester,60,Unemployed,1227479,Low,Verified
2058,St. Catherine,30,Unemployed,6824945,Low,Verified
2059,Manchester,39,Unemployed,6512717,Low,Pending
2060,Clarendon,23,Unemployed,2160764,Medium,Verified
2061,Clarendon,44,Employed,6624898,High,Verified
2062,Clarendon,25,Self-Employed,3971553,Medium,Pending
2063,Kingston,23,Employed,6774496,Low,Verified
2064,St. Catherine,47,Employed,3394545,Low,Verified
2065,Kingston,36,Unemployed,3982999,Low,Verified
2066,Manchester,69,Self-Employed,1925832,High,Verified
2067,Kingston,35,Employed,7829446,High,Rejected
2068,Manchester,55,Unemployed,4047727,Low,Verified
2069,Manchester,32,Unemployed,3653502,Low,Verified
2070,St. James,61,Self-Employed,6590740,High,Verified
2071,Clarendon,64,Employed,1362834,High,Verified
2072,Manchester,46,Employed,1640597,High,Verified
2073,St. James,67,Employed,1650122,High,Verified
2074,Clarendon,54,Unemployed,5441184,Low,Rejected
2075,Manchester,43,Self-Employed,3372703,Low,Pending
2076,Manchester,51,Self-Employed,1530559,Low,Verified
2077,Kingston,40,Employed,1321727,Low,Verified
2078,Kingston,32,Unemployed,7128404,Low,Verified
2079,Clarendon,43,Employed,2662015,Medium,Verified
2080,Manchester,24,Self-Employed,6667987,Low,Verified
