Score_ID,Customer_ID,Score_Value,Risk_Band,Model_Version,Decision
2434,2434,399,High,v1,Reject
2435,2435,787,Medium,v2,Approve
2436,2436,456,High,v2,Reject
2437,2437,346,Low,v1,Approve
2438,2438,647,Low,v1,Approve
2439,2439,478,High,v1,Approve
2440,2440,781,High,v2,Approve
2441,2441,776,Low,v2,Approve
2442,2442,796,High,v2,Reject
2443,2443,604,High,v1,Reject
2444,2444,520,High,v1,Approve
2445,2445,578,High,v1,Approve
2446,2446,394,High,v2,Reject
2447,2447,846,Medium,v1,Reject
2448,2448,400,Low,v1,Reject
2449,2449,776,Medium,v1,Approve
2450,2450,636,Low,v1,Reject
2451,2451,737,High,v1,Reject
2452,2452,800,High,v2,Reject
2453,2453,845,Medium,v1,Reject
2454,2454,389,Low,v2,Reject
2455,2455,645,Medium,v2,Reject
2456,2456,646,Low,v1,Reject
2457,2457,748,High,v1,Approve
2458,2458,331,High,v1,Approve
2459,2459,626,Medium,v2,Reject
2460,2460,556,Low,v1,Approve
2461,2461,847,High,v1,Approve
2462,2462,672,High,v1,Reject
2463,2463,590,High,v2,Reject
2464,2464,463,High,v1,Approve
2465,2465,534,High,v2,Approve
2466,2466,843,Medium,v2,Reject
2467,2467,363,Medium,v2,Reject
2468,2468,580,Medium,v2,Approve
2469,2469,302,Medium,v2,Approve
2470,2470,564,Low,v1,Reject
2471,2471,699,High,v1,Approve
2472,2472,848,Low,v2,Approve
2473,2473,368,High,v1,Approve
2474,2474,309,Medium,v2,Reject
2475,2475,304,Medium,v1,Reject
2476,2476,667,Low,v1,Approve
2477,2477,517,Medium,v1,Approve
2478,2478,333,High,v1,Approve
2479,2479,403,Medium,v1,Approve
2480,2480,470,Medium,v2,Approve
2481,2481,479,High,v2,Approve
2482,2482,441,High,v1,Approve
2483,2483,773,Low,v1,Reject
2484,2484,849,High,v1,Approve
2485,2485,592,Low,v1,Approve
2486,2486,591,Medium,v1,Reject
2487,2487,727,Low,v2,Approve
2488,2488,314,High,v2,Reject
2489,2489,729,Low,v1,Reject
2490,2490,728,Low,v1,Approve
2491,2491,812,High,v2,Reject
2492,2492,608,High,v2,Approve
2493,2493,413,High,v2,Reject
2494,2494,558,High,v1,Approve
2495,2495,304,Medium,v2,Approve
2496,2496,826,High,v2,Reject
2497,2497,307,High,v2,Reject
2498,2498,793,Low,v2,Approve
2499,2499,645,Low,v1,Approve
2500,2500,802,Low,v2,Reject
2501,2501,773,Low,v2,Approve
2502,2502,346,High,v1,Approve
2503,2503,810,Low,v2,Reject
2504,2504,429,Low,v2,Reject
2505,2505,369,High,v2,Approve
2506,2506,521,Low,v1,Approve
2507,2507,497,Medium,v1,Approve
2508,2508,725,Medium,v1,Approve
2509,2509,513,High,v1,Reject
2510,2510,309,High,v1,Approve
2511,2511,668,High,v1,Approve
2512,2512,536,Medium,v2,Approve
2513,2513,324,Medium,v2,Approve
2514,2514,473,High,v2,Reject
2515,2515,549,High,v1,Approve
2516,2516,676,High,v2,Reject
2517,2517,743,Low,v2,Approve
2518,2518,457,High,v1,Reject
2519,2519,731,Medium,v1,Reject
2520,2520,382,Low,v1,Reject
2521,2521,836,Medium,v2,Approve
2522,2522,766,Medium,v2,Approve
2523,2523,676,Medium,v1,Approve
2524,2524,698,Low,v1,Approve
2525,2525,779,Medium,v1,Reject
2526,2526,477,High,v2,Reject
2527,2527,657,Medium,v2,Reject
2528,2528,579,Low,v2,Reject
2529,2529,393,Low,v2,Reject
2530,2530,847,Medium,v2,Reject
2531,2531,496,Medium,v2,Reject
2532,2532,674,Low,v1,Reject
2533,2533,479,Medium,v2,Reject
2534,2534,758,Medium,v2,Approve
2535,2535,733,Low,v1,Reject
2536,2536,774,Medium,v1,Approve
2537,2537,681,Medium,v2,Reject
2538,2538,500,Medium,v2,Approve
2539,2539,372,High,v2,Reject
2540,2540,696,High,v1,Reject
2541,2541,702,High,v2,Reject
2542,2542,779,Low,v1,Approve
2543,2543,485,Medium,v1,Approve
2544,2544,828,High,v1,Reject
2545,2545,675,High,v1,Approve
2546,2546,419,Medium,v2,Reject
2547,2547,796,Low,v2,Reject
2548,2548,492,Medium,v2,Approve
2549,2549,426,High,v2,Reject
2550,2550,407,High,v1,Approve
2551,2551,432,Medium,v1,Reject
2552,2552,794,Medium,v2,Reject
2553,2553,488,High,v1,Reject
2554,2554,593,Medium,v1,Approve
2555,2555,565,Medium,v1,Reject
2556,2556,545,Low,v1,Approve
2557,2557,324,High,v1,Reject
2558,2558,548,High,v2,Reject
2559,2559,595,High,v1,Reject
2560,2560,807,Medium,v2,Approve
2561,2561,842,Low,v1,Approve
2562,2562,710,Medium,v2,Approve
2563,2563,618,Low,v2,Reject
2564,2564,751,Medium,v1,Reject
2565,2565,672,Medium,v2,Approve
2566,2566,382,Medium,v2,Approve
2567,2567,660,High,v2,Reject
2568,2568,828,High,v1,Reject
2569,2569,769,High,v2,Reject
2570,2570,302,Medium,v1,Reject
2571,2571,798,Medium,v1,Reject
2572,2572,652,Medium,v2,Approve
2573,2573,417,High,v1,Approve
2574,2574,540,Low,v1,Reject
2575,2575,706,Medium,v2,Reject
2576,2576,374,Medium,v1,Reject
2577,2577,397,Low,v2,Reject
2578,2578,824,High,v1,Approve
2579,2579,752,High,v2,Reject
2580,2580,328,Medium,v2,Reject
2581,2581,378,Low,v1,Approve
2582,2582,397,Medium,v1,Reject
2583,2583,312,High,v2,Approve
2584,2584,443,Medium,v1,Reject
2585,2585,623,High,v1,Approve
2586,2586,436,Medium,v2,Reject
2587,2587,457,Medium,v2,Reject
2588,2588,666,High,v1,Approve
2589,2589,763,Medium,v2,Approve
2590,2590,656,Low,v1,Reject
2591,2591,332,High,v1,Approve
2592,2592,558,Low,v2,Reject
2593,2593,504,Medium,v2,Approve
2594,2594,679,Low,v2,Reject
2595,2595,766,Medium,v1,Approve
2596,2596,335,Low,v2,Reject
2597,2597,551,Medium,v1,Approve
2598,2598,646,Low,v2,Reject
2599,2599,314,Medium,v2,Approve
2600,2600,795,Low,v2,Reject
2601,2601,420,Low,v1,Reject
2602,2602,672,Medium,v1,Reject
2603,2603,703,High,v1,Approve
2604,2604,778,Low,v2,Approve
2605,2605,586,High,v1,Reject
2606,2606,312,Low,v1,Reject
2607,2607,417,Medium,v2,Approve
2608,2608,808,Medium,v1,Reject
2609,2609,817,High,v1,Approve
2610,2610,610,Medium,v1,Reject
2611,2611,439,High,v1,Approve
2612,2612,849,High,v1,Approve
2613,2613,714,Medium,v2,Approve
2614,2614,521,Medium,v1,Approve
2615,2615,728,Low,v1,Reject
2616,2616,798,High,v2,Approve
2617,2617,476,Low,v1,Approve
2618,2618,600,Medium,v1,Reject
2619,2619,710,Medium,v2,Reject
2620,2620,378,Medium,v2,Reject
2621,2621,310,Medium,v1,Approve
2622,2622,833,Medium,v1,Approve
2623,2623,441,Low,v2,Reject
2624,2624,573,Low,v1,Reject
2625,2625,601,High,v2,Reject
2626,2626,398,Medium,v2,Approve
2627,2627,420,High,v1,Reject
2628,2628,451,High,v2,Reject
2629,2629,379,High,v1,Reject
2630,2630,680,Medium,v2,Approve
2631,2631,537,Medium,v2,Approve
2632,2632,330,Medium,v2,Approve
2633,2633,562,Low,v2,Reject
2634,2634,834,Low,v1,Approve
2635,2635,648,Medium,v2,Reject
2636,2636,848,Medium,v2,Approve
2637,2637,356,Low,v1,Reject
2638,2638,312,High,v2,Approve
2639,2639,622,Low,v2,Reject
2640,2640,844,Low,v2,Reject
2641,2641,524,Low,v2,Reject
2642,2642,819,Medium,v1,Reject
2643,2643,550,High,v2,Approve
2644,2644,761,Low,v2,Approve
2645,2645,493,High,v2,Approve
2646,2646,491,Low,v2,Approve
2647,2647,334,Medium,v1,Approve
2648,2648,514,Medium,v1,Approve
2649,2649,500,High,v1,Approve
2650,2650,537,Medium,v2,Reject
2651,2651,566,Low,v1,Reject
2652,2652,416,High,v2,Reject
2653,2653,498,Medium,v2,Approve
2654,2654,840,High,v2,Approve
2655,2655,617,High,v1,Approve
2656,2656,738,High,v2,Reject
2657,2657,358,High,v1,Reject
2658,2658,783,Low,v1,Reject
2659,2659,356,High,v2,Approve
2660,2660,710,High,v2,Approve
2661,2661,679,Low,v2,Reject
2662,2662,842,High,v2,Reject
2663,2663,823,High,v2,Approve
2664,2664,629,High,v2,Approve
2665,2665,838,Low,v2,Reject
2666,2666,525,Low,v2,Reject
2667,2667,538,Medium,v1,Approve
2668,2668,444,High,v2,Approve
2669,2669,540,Medium,v2,Reject
2670,2670,422,Low,v1,Reject
2671,2671,327,Low,v1,Approve
2672,2672,341,Medium,v1,Reject
2673,2673,827,Low,v1,Reject
2674,2674,416,High,v2,Approve
2675,2675,354,High,v2,Approve
2676,2676,548,Medium,v1,Reject
2677,2677,561,Medium,v1,Approve
2678,2678,534,Low,v2,Approve
2679,2679,468,High,v1,Approve
2680,2680,381,Medium,v1,Reject
2681,2681,766,Low,v2,Approve
2682,2682,681,Low,v2,Reject
2683,2683,846,Medium,v1,Reject
2684,2684,677,High,v2,Reject
2685,2685,768,High,v1,Reject
2686,2686,764,Medium,v2,Approve
2687,2687,743,High,v2,Reject
2688,2688,327,Medium,v2,Approve
2689,2689,500,Medium,v2,Reject
2690,2690,368,Medium,v1,Reject
2691,2691,609,High,v2,Approve
2692,2692,728,High,v2,Approve
2693,2693,350,Medium,v1,Reject
2694,2694,671,High,v1,Approve
2695,2695,435,Medium,v1,Approve
2696,2696,455,Medium,v2,Reject
2697,2697,406,Low,v2,Reject
2698,2698,740,Low,v1,Approve
2699,2699,451,Medium,v1,Approve
2700,2700,736,High,v2,Approve
2701,2701,785,Low,v2,Reject
2702,2702,490,Low,v2,Approve
2703,2703,636,Low,v2,Approve
2704,2704,452,Low,v1,Approve
2705,2705,761,Medium,v1,Reject
2706,2706,475,Medium,v2,Approve
2707,2707,627,Low,v1,Approve
2708,2708,758,Medium,v1,Reject
2709,2709,458,Low,v1,Approve
2710,2710,619,Medium,v2,Approve
2711,2711,493,High,v1,Approve
2712,2712,347,High,v1,Reject
2713,2713,300,Low,v1,Reject
2714,2714,520,Medium,v1,Approve
2715,2715,493,Low,v2,Reject
2716,2716,337,Low,v1,Approve
2717,2717,436,Low,v1,Approve
2718,2718,585,High,v1,Approve
2719,2719,412,High,v2,Approve
2720,2720,311,Low,v1,Reject
2721,2721,680,High,v2,Reject
2722,2722,784,Low,v1,Reject
2723,2723,650,Low,v2,Reject
2724,2724,844,High,v1,Reject
2725,2725,828,High,v1,Approve
2726,2726,689,Medium,v2,Approve
2727,2727,336,Low,v2,Reject
2728,2728,349,High,v1,Approve
2729,2729,387,High,v2,Reject
2730,2730,371,Low,v1,Reject
2731,2731,554,High,v1,Reject
2732,2732,475,Low,v1,Reject
2733,2733,706,Low,v2,Approve
2734,2734,626,High,v1,Approve
2735,2735,386,Medium,v1,Approve
2736,2736,648,Medium,v1,Approve
2737,2737,631,Medium,v1,Approve
2738,2738,360,Low,v2,Reject
2739,2739,671,Low,v1,Reject
2740,2740,356,High,v1,Approve
2741,2741,691,Medium,v1,Reject
2742,2742,333,Low,v1,Approve
2743,2743,530,High,v1,Reject
2744,2744,335,Medium,v2,Reject
2745,2745,480,Medium,v1,Reject
2746,2746,631,Low,v1,Approve
2747,2747,580,High,v1,Reject
2748,2748,576,Low,v2,Reject
2749,2749,758,High,v1,Reject
2750,2750,611,Medium,v2,Reject
2751,2751,791,Low,v1,Approve
2752,2752,463,Low,v2,Reject
2753,2753,583,High,v2,Approve
2754,2754,566,High,v2,Approve
2755,2755,832,Low,v1,Reject
2756,2756,436,High,v2,Approve
2757,2757,753,High,v2,Reject
2758,2758,392,Medium,v2,Reject
2759,2759,448,Medium,v2,Approve
2760,2760,597,Medium,v1,Reject
2761,2761,408,Medium,v1,Approve
2762,2762,438,Low,v1,Approve
2763,2763,768,Medium,v1,Approve
2764,2764,491,Medium,v1,Reject
2765,2765,445,Low,v2,Approve
2766,2766,685,Low,v1,Reject
2767,2767,577,High,v1,Reject
2768,2768,561,Medium,v2,Reject
2769,2769,561,Low,v2,Approve
2770,2770,494,Medium,v2,Reject
2771,2771,715,High,v2,Reject
2772,2772,328,Low,v2,Approve
2773,2773,376,High,v2,Approve
2774,2774,534,High,v2,Approve
2775,2775,802,Medium,v2,Reject
2776,2776,378,Low,v1,Reject
2777,2777,392,High,v2,Reject
2778,2778,605,Low,v1,Approve
2779,2779,746,Medium,v1,Reject
2780,2780,322,Medium,v2,Approve
2781,2781,625,Medium,v1,Approve
2782,2782,799,High,v1,Reject
2783,2783,532,Low,v2,Reject
2784,2784,548,High,v1,Reject
2785,2785,400,High,v2,Approve
2786,2786,605,High,v1,Approve
2787,2787,515,High,v1,Reject
2788,2788,571,Low,v1,Approve
2789,2789,566,Medium,v1,Approve
2790,2790,550,Low,v2,Approve
2791,2791,412,Medium,v2,Approve
2792,2792,529,Low,v2,Reject
2793,2793,789,Low,v2,Reject
2794,2794,367,High,v1,Approve
2795,2795,314,Medium,v2,Approve
2796,2796,819,Low,v1,Approve
2797,2797,555,Low,v2,Approve
2798,2798,551,Low,v2,Approve
2799,2799,742,Low,v1,Reject
2800,2800,802,High,v2,Reject
2801,2801,634,High,v2,Reject
2802,2802,401,High,v1,Reject
2803,2803,608,Medium,v1,Reject
2804,2804,614,Medium,v1,Reject
2805,2805,625,Low,v2,Approve
2806,2806,385,High,v2,Approve
2807,2807,487,Medium,v1,Reject
2808,2808,639,Medium,v1,Reject
2809,2809,616,Medium,v1,Reject
2810,2810,652,Low,v1,Reject
2811,2811,594,High,v2,Reject
2812,2812,513,High,v2,Approve
2813,2813,570,Medium,v1,Reject
2814,2814,372,Low,v2,Reject
2815,2815,334,Low,v1,Approve
2816,2816,679,High,v1,Reject
2817,2817,758,Low,v1,Reject
2818,2818,417,Low,v2,Approve
2819,2819,649,Low,v1,Reject
2820,2820,832,Medium,v2,Reject
2821,2821,825,Low,v2,Approve
2822,2822,317,High,v2,Reject
2823,2823,714,High,v2,Reject
2824,2824,354,Low,v2,Reject
2825,2825,807,High,v2,Reject
2826,2826,336,High,v2,Approve
2827,2827,312,Low,v2,Approve
2828,2828,409,Low,v2,Approve
2829,2829,400,Medium,v1,Reject
2830,2830,427,Low,v1,Reject
2831,2831,340,Medium,v1,Approve
2832,2832,612,High,v1,Approve
2833,2833,479,Medium,v2,Approve
2834,2834,530,High,v1,Reject
2835,2835,370,Low,v1,Reject
2836,2836,789,Low,v2,Approve
2837,2837,770,Low,v1,Reject
2838,2838,698,Medium,v1,Reject
2839,2839,828,High,v2,Reject
2840,2840,636,High,v2,Approve
2841,2841,601,Low,v2,Reject
2842,2842,336,Low,v2,Reject
2843,2843,699,High,v1,Reject
2844,2844,419,High,v1,Approve
2845,2845,604,High,v1,Reject
2846,2846,308,Low,v1,Approve
2847,2847,619,Medium,v2,Reject
2848,2848,457,High,v2,Approve
2849,2849,650,Medium,v2,Reject
2850,2850,604,Low,v1,Approve
2851,2851,745,Medium,v2,Approve
2852,2852,796,Medium,v2,Approve
2853,2853,644,High,v1,Approve
2854,2854,526,Low,v1,Reject
2855,2855,417,High,v1,Reject
2856,2856,703,High,v1,Approve
2857,2857,444,High,v2,Reject
2858,2858,311,High,v2,Approve
2859,2859,669,High,v2,Approve
2860,2860,502,High,v2,Approve
2861,2861,307,Medium,v1,Reject
2862,2862,647,High,v2,Reject
2863,2863,491,Low,v2,Reject
2864,2864,461,High,v1,Approve
2865,2865,514,High,v1,Approve
2866,2866,548,High,v2,Approve
2867,2867,665,Medium,v2,Approve
2868,2868,315,Low,v1,Approve
2869,2869,349,Medium,v1,Approve
2870,2870,754,Medium,v1,Approve
2871,2871,354,Low,v1,Approve
2872,2872,566,Medium,v1,Approve
2873,2873,571,Low,v1,Approve
2874,2874,563,Low,v2,Reject
2875,2875,744,Low,v2,Approve
2876,2876,845,High,v2,Approve
2877,2877,549,Low,v1,Reject
2878,2878,622,High,v1,Reject
2879,2879,688,High,v2,Reject
2880,2880,379,High,v1,Reject
2881,2881,340,Low,v2,Reject
2882,2882,471,Medium,v1,Reject
2883,2883,553,High,v1,Approve
2884,2884,794,Low,v1,Reject
2885,2885,639,Medium,v1,Reject
2886,2886,724,Low,v2,Approve
2887,2887,777,High,v1,Reject
2888,2888,671,High,v2,Approve
2889,2889,612,Low,v2,Approve
2890,2890,694,Low,v1,Approve
2891,2891,462,Low,v2,Approve
2892,2892,477,Low,v2,Reject
2893,2893,594,Medium,v2,Reject
2894,2894,332,Low,v1,Approve
2895,2895,487,High,v1,Reject
2896,2896,649,Low,v1,Approve
2897,2897,518,Low,v1,Approve
2898,2898,755,Medium,v1,Reject
2899,2899,434,High,v1,Approve
2900,2900,755,High,v1,Reject
2901,2901,692,High,v2,Approve
2902,2902,434,High,v2,Approve
2903,2903,781,Medium,v1,Approve
2904,2904,707,Low,v2,Approve
2905,2905,555,Medium,v2,Reject
2906,2906,632,Low,v1,Reject
2907,2907,329,Medium,v2,Approve
2908,2908,479,Low,v2,Approve
2909,2909,738,Low,v1,Reject
2910,2910,396,High,v1,Approve
2911,2911,809,Low,v1,Reject
2912,2912,606,High,v1,Approve
2913,2913,803,High,v1,Reject
2914,2914,709,High,v1,Approve
2915,2915,699,Medium,v1,Reject
2916,2916,826,Medium,v2,Approve
2917,2917,552,Low,v2,Reject
2918,2918,337,Low,v1,Reject
2919,2919,587,High,v2,Reject
2920,2920,538,Low,v1,Reject
2921,2921,461,Medium,v1,Reject
2922,2922,595,Low,v2,Approve
2923,2923,316,Medium,v2,Approve
2924,2924,555,High,v2,Reject
2925,2925,378,Medium,v1,Reject
2926,2926,520,High,v2,Approve
2927,2927,477,High,v1,Reject
2928,2928,564,High,v2,Approve
2929,2929,679,Medium,v1,Reject
2930,2930,397,Low,v2,Approve
2931,2931,659,Medium,v1,Approve
2932,2932,839,High,v2,Approve
2933,2933,376,Low,v1,Approve
2934,2934,348,High,v2,Approve
2935,2935,320,High,v2,Approve
2936,2936,727,Low,v1,Reject
2937,2937,759,Low,v1,Reject
2938,2938,540,Low,v1,Approve
2939,2939,606,Low,v2,Approve
2940,2940,540,Medium,v1,Approve
2941,2941,727,Medium,v2,Approve
2942,2942,633,High,v2,Approve
2943,2943,649,Medium,v1,Reject
2944,2944,677,Medium,v2,Approve
2945,2945,350,Medium,v1,Approve
2946,2946,549,Low,v1,Reject
2947,2947,565,High,v2,Approve
2948,2948,735,Low,v2,Reject
2949,2949,707,High,v2,Reject
2950,2950,673,Medium,v2,Reject
2951,2951,539,Low,v2,Approve
2952,2952,330,Low,v2,Reject
2953,2953,703,High,v1,Approve
2954,2954,361,Low,v1,Approve
2955,2955,417,Medium,v1,Approve
2956,2956,661,Medium,v2,Reject
2957,2957,617,High,v2,Reject
2958,2958,543,Low,v2,Approve
2959,2959,806,Low,v1,Reject
2960,2960,545,Low,v1,Reject
2961,2961,318,Low,v1,Approve
2962,2962,800,Medium,v2,Approve
2963,2963,832,Medium,v1,Reject
2964,2964,662,Medium,v1,Reject
2965,2965,483,Low,v1,Approve
2966,2966,627,Medium,v2,Approve
2967,2967,718,Low,v1,Reject
2968,2968,580,Low,v1,Reject
2969,2969,526,Medium,v1,Approve
2970,2970,631,Medium,v1,Reject
2971,2971,753,Low,v1,Reject
2972,2972,767,High,v1,Approve
2973,2973,447,Low,v2,Reject
2974,2974,334,Medium,v1,Reject
2975,2975,715,Medium,v1,Approve
2976,2976,795,Medium,v1,Reject
2977,2977,665,High,v1,Reject
2978,2978,411,Low,v1,Approve
2979,2979,388,Medium,v1,Reject
2980,2980,305,Low,v2,Reject
2981,2981,718,Medium,v2,Approve
2982,2982,537,High,v2,Reject
2983,2983,501,High,v2,Reject
2984,2984,665,Medium,v1,Reject
2985,2985,802,Medium,v2,Reject
2986,2986,755,Low,v1,Approve
2987,2987,798,Low,v1,Reject
2988,2988,529,High,v2,Reject
2989,2989,464,High,v2,Reject
2990,2990,723,Medium,v2,Approve
2991,2991,641,High,v2,Approve
2992,2992,774,Low,v2,Reject
2993,2993,375,Medium,v1,Reject
2994,2994,556,Low,v2,Approve
2995,2995,754,High,v2,Approve
2996,2996,782,High,v1,Approve
2997,2997,516,Low,v2,Reject
2998,2998,421,High,v2,Reject
2999,2999,321,High,v1,Approve
3000,3000,371,Medium,v1,Approve
